requests,timestamp,encryptionTime_s,cpuUserDelta_s,cpuSystemDelta_s,rss_MB,heapTotal_MB,heapUsed_MB,external_MB
200,2025-02-25T17:07:21.098Z,1.131,1.163675,0.102079,364.87890625,148.671875,110.55833435058594,40.0783805847168
200,2025-02-25T17:07:21.103Z,1.136,1.168557,0.102079,365.39453125,149.08984375,111.40130615234375,40.59386157989502
200,2025-02-25T17:07:21.109Z,1.142,1.173724,0.102079,365.65234375,149.5078125,112.18878173828125,41.04705047607422
200,2025-02-25T17:07:21.115Z,1.148,1.179708,0.102079,366.16796875,149.92578125,113.03211975097656,41.56261444091797
200,2025-02-25T17:07:21.120Z,1.153,1.184723,0.102079,366.68359375,150.34375,113.87468719482422,42.0155611038208
200,2025-02-25T17:07:21.126Z,1.157,1.190014,0.102079,367.19921875,150.76171875,114.66263580322266,42.53116703033447
200,2025-02-25T17:07:21.131Z,1.163,1.1952,0.102079,367.71484375,151.1796875,115.50562286376953,43.04665279388428
200,2025-02-25T17:07:21.136Z,1.168,1.200117,0.102079,367.97265625,151.59765625,116.34835052490234,43.49973773956299
200,2025-02-25T17:07:21.142Z,1.174,1.205451,0.102079,368.48828125,152.015625,117.13617706298828,44.01521873474121
200,2025-02-25T17:07:21.148Z,1.179,1.211157,0.102079,369.00390625,152.43359375,117.9792709350586,44.530792236328125
200,2025-02-25T17:07:21.153Z,1.185,1.216703,0.102079,369.51953125,152.8515625,118.82203674316406,44.98386287689209
200,2025-02-25T17:07:21.159Z,1.191,1.222142,0.102079,369.77734375,153.26953125,119.60964965820312,45.49909591674805
