provider,Row Number,Encryption Time (ms),Encrypted Data Size (KB),Transaction Size (KB),CPU Usage (ms),Memory Usage (MB),Transaction Confirmation Time (s),Transaction Hash,Estimated Gas,Actual Gas Used
http://localhost:8545,808,14,156.20,44.22,14.53,0.87,8.12,0x3e850e2cb8169a1320dbef82a4b08aa4235bb2ab229a54e7f80358c29a6c165d,2740725,2740444
http://localhost:8545,809,14,156.08,44.22,13.94,0.87,9.13,0xe5826b834ee3cb5bc7bdc157c84e5bb37544eb12f0b512205a6f72b5e5545f48,2740752,2740471
http://localhost:8545,810,25,156.19,44.22,51.61,1.32,8.11,0xbc98fe6c85d200b3ec0a002d507a07105e771ea99bf4b3928efe2bb564395e9c,2740617,2740336
http://localhost:8545,811,15,156.21,44.22,14.37,0.87,9.15,0xb18fdcfa4e93daf4f81e57a9767525ce75fcd4df8b9465dd9fade4532eb08c6d,2740740,2740459
http://localhost:8545,812,22,156.20,44.22,22.42,0.86,8.12,0x52040bd40ba56b90d88c78dc58c0ff2cb8592950cffc41c9a7841b686c3119fe,2740806,2740525
http://localhost:8545,813,16,156.07,44.22,16.66,0.86,8.16,0x9c28b48f2ad7e993c8bce0b5b68f2a3c9786cd7e510ff120f809741c07c026c7,2740752,2740471
http://localhost:8545,814,22,156.04,44.22,49.95,1.28,8.13,0x231445e49e5b6c8c7c2e01dcf8db94f5e3d48c3274735149e3d11c89d4a83f3e,2740677,2740396
http://localhost:8545,815,14,156.16,44.22,13.76,0.87,8.12,0x9a48b92d28f05b397676384e41d542c1eaa9c867887599fb6d672485be73cded,2740710,2740429
http://localhost:8545,816,16,156.04,44.22,16.05,0.87,9.14,0x3df07e4933558bba9ea0ff53043f246f6b20f4ad27b860c5f7c1fb5d76635dae,2740698,2740417
http://localhost:8545,817,16,156.31,44.22,15.69,0.86,8.15,0x194b480f8097a65edd2bfa3435ff4ecc766bddb8074dd09790242014ef7915c2,2740749,2740468
http://localhost:8545,818,23,156.17,44.22,71.99,1.56,8.12,0xa810f26f83bea587e2d7573808b6399c479c4a7d0e3154a8fba9e3540a57f1e9,2740719,2740438
http://localhost:8545,819,22,156.02,44.22,19.31,0.86,8.17,0xfd0a8378cdeb3ee48dd403948f0533e3aa6f267c2171d734c670b5f423625076,2740791,2740510
http://localhost:8545,820,14,156.27,44.22,13.86,0.86,9.12,0x5c5c7fabee2964053a7955c8679b8d13f468822ea22b1e2e5bde9b430b12cd13,2740767,2740486
http://localhost:8545,821,30,156.27,44.22,28.37,0.86,8.15,0x506bf475bfc25fdfa0a70d9249bf4f01920a9c31a326f0b2d3d731fe220bb936,2740707,2740426
http://localhost:8545,822,30,156.00,44.22,46.91,1.28,7.11,0x1c275ec9fe63b9c39af9ab409354a3f7e8860221a0b28d3d36b9c69302fa838a,2740746,2740465
http://localhost:8545,823,16,156.35,44.22,16.26,0.86,8.12,0x3e1e0414ca1dbdfdcda87a8c2372cacd395bbda5b0965c9007c1e393fc4dc618,2740800,2740519
http://localhost:8545,824,18,156.10,44.22,17.65,0.87,9.16,0xb2f1643ef0db4b2da95eb15e95472e0383182c5b970e3da7cf9d934b1f63ca9b,2740734,2740453
http://localhost:8545,825,25,156.23,44.22,21.58,0.87,8.20,0xcf9eda32b51e9558aff7115c68416506a35689dede59bace2e8993187a02633a,2740773,2740492
http://localhost:8545,826,19,156.03,44.22,51.10,1.40,8.14,0x1793ef377a96161e071dbd844cea48ff5456d11cdd7020f73d0f8a360fdaf8e0,2740698,2740417
http://localhost:8545,827,21,156.20,44.22,21.07,0.87,8.12,0x276e2745c3cc2aae499b4d1ece46c4d0f1c92c17a9d78f62c3ab89c733d6ef61,2740779,2740498
http://localhost:8545,828,28,156.06,44.22,28.07,0.87,9.12,0xf50fb15795a121f29ba5b000c33b59169ea54b0f2f9e60cb7d0a978c6a64ddf2,2740767,2740486
http://localhost:8545,829,28,156.51,44.22,27.51,0.87,8.12,0xc441e9f9e9c7e2c0336c98a761addf0855dec794e3ace5df78824079690a8113,2740770,2740489
http://localhost:8545,830,24,156.21,44.22,63.03,1.44,8.12,0x1e314d58ba70d02176ccf178b2cbc94e04c0159ac4a11194229730ab6c10aa4d,2740710,2740429
http://localhost:8545,831,30,156.38,44.22,30.44,0.87,9.12,0xa09e795012f48907f7ad5a8c4ea476b521ca9cafeda2381e99e8452f623aa7d9,2740677,2740396
http://localhost:8545,832,18,156.16,44.22,20.13,0.87,8.12,0x3837b3e4f6b3872bb475368939749fcb8c53db85137a228267d4d713b05fb4c7,2740725,2740444
http://localhost:8545,833,27,156.18,44.22,26.80,0.87,9.14,0x24cbff21abe461d9079e58bfd3487993b84191f3c09fcde6c2bdcd9ad7af66c4,2740737,2740456
http://localhost:8545,834,29,156.36,44.22,56.18,1.46,7.11,0xc7cd56fbeb1f9921ff72c963d11af25c8ffb6783aac1e9d1f545ac87a5d4dbea,2740689,2740408
http://localhost:8545,835,29,156.14,44.22,29.15,0.87,8.15,0xe80e6c9b2424ea50d6c93a9039496d46442b850d486ed91377dea9a5146a38dd,2740683,2740402
http://localhost:8545,836,16,156.21,44.22,15.98,0.86,9.11,0xae08898012a68065ad6e5e953acb193d8c6fd03c8b92c627be451bd9eb0b2cdb,2740743,2740462
http://localhost:8545,837,18,156.03,44.22,17.42,0.87,7.11,0xe7bb3cde303520fb22ab56fb88437bece0fec995e323f377c2da5216293984be,2740689,2740408
http://localhost:8545,838,22,155.86,44.22,51.87,1.32,9.12,0xb0ac4198c76a7c0cdd890fda2f6fa6960cc841ac170ba6d6a57d397460c0b877,2740698,2740417
http://localhost:8545,839,28,156.00,44.22,27.77,0.87,9.13,0x74ca050098875e23dfd8c1aa18f21a7c436e61ca6f6449b55f60201e81ec8a04,2740659,2740378
http://localhost:8545,840,16,155.92,44.22,15.29,0.87,8.13,0xc20ff86c22d2fbf80a2a2fe199581cbb383a63f6c0bf72c722d3836ed6ee26ed,2740677,2740396
http://localhost:8545,841,19,156.06,44.22,24.41,0.87,8.14,0x87deb523f0eb3c46b1adfa8eb0447e2e59f193bb1cdc58c413acb152432bb577,2740743,2740462
http://localhost:8545,842,19,156.30,44.22,51.15,1.76,8.11,0xc48e827c83b2a758eeaa8f8bb9bd7ffeafa5b4d9932ef64f8b4f482ce9c781fe,2740731,2740450
http://localhost:8545,843,20,156.18,44.22,27.30,0.86,9.14,0x9af072b29362a61bae00121f6156f57f086d40c4a75ee089b3010ad95c6bc3f1,2740743,2740462
http://localhost:8545,844,26,156.29,44.22,25.68,0.85,8.14,0xff59b69951b8b8a8ff4e26b5c53a0e8d86de1fab7fb1af89e2e888c1d8350226,2740770,2740489
http://localhost:8545,845,19,156.04,44.22,20.39,0.85,10.12,0x4d917c3c79c72e3c96b8ae4630b592fcbe66c4d5e1686c1e73c660b07d0d1342,2740836,2740555
http://localhost:8545,846,42,156.10,44.22,109.03,1.33,10.13,0xc1bf7e5fb16adda282f1857b56ee010840d52395147e0928032af90e31b76e73,2740719,2740438
http://localhost:8545,847,20,156.22,44.22,23.03,0.87,10.14,0x49c95833dab48e69e2b27e7547c425bd836d40eefaff45e94ec790961cfab87b,2740740,2740459
http://localhost:8545,848,15,156.28,44.22,16.15,0.87,8.21,0x49b4d1b6992d3d24c98dd24c52c0257f816565e1ff9e5d9f4cded695651a0249,2740779,2740498
http://localhost:8545,849,16,156.52,44.22,15.87,0.86,8.12,0x2ae9d4552fd1dcaad1aa15a9c176ce0cf11b1091e347ede75c23594dda8a4074,2740764,2740483
http://localhost:8545,850,20,156.34,44.22,50.24,1.44,10.14,0xac56f0d3b413e7e1446340d8cebfcd2d5a7d5127300d0ebfb2c34c968f6de682,2740728,2740447
http://localhost:8545,851,17,156.26,44.22,18.69,0.87,8.15,0xdef361d0c65862ea07ba38ec4f7133c3897fd3e75b2134412df942ec7653dbf8,2740686,2740405
http://localhost:8545,852,15,156.15,44.22,15.93,0.87,9.12,0x0b5b197b237a3b8726c4c9662e524e80082b9f83aef5bbaa9d5f2dfd9f5899c3,2740740,2740459
http://localhost:8545,853,15,156.06,44.22,14.89,0.87,9.16,0x244826c7ac209c70828b08dc47e92bee39de08017cd10fc39a50c7465615f725,2740767,2740486
http://localhost:8545,854,24,156.11,44.22,54.03,1.38,8.13,0x98e47464fc018c4e35aeb1c81357e45bf075e8bed2f7be1df9998d6a4ef09fa6,2740806,2740525
http://localhost:8545,855,19,156.25,44.22,23.45,0.86,8.14,0x8fd9cd14af4fe461ee8ab6c9ba15fed108c1eaac812b42c0f52ace173f3bcf2a,2740746,2740465
http://localhost:8545,856,28,156.09,44.22,27.89,0.87,8.11,0x1462b8fa01ce2458677e598ba77d32d5d09e2e4561e53fcb123a2ebcf82b3794,2740758,2740477
http://localhost:8545,857,14,156.13,44.22,14.24,0.86,8.13,0xaf5c262bb5778abdce20f9b9da5f1e60cb5d909437b28b08931e906a8ed4bb2e,2740659,2740378
http://localhost:8545,858,25,156.24,44.22,58.65,1.52,8.13,0x66a7bda45cf4ad0c760669193c259ed843cc855246e6b07c7035fc59d78f9a85,2740728,2740447
http://localhost:8545,859,16,156.13,44.22,15.96,0.86,9.13,0x14993e5dd39d18a84298a20027f8d1e20bcedb5800a5f161f1d11760f2286282,2740761,2740480
http://localhost:8545,860,12,156.11,44.22,12.46,0.87,8.12,0x68e8957346ed850bcf1b633b49c57d26c879d31c9e4fd451280a32f7d1d4e4c6,2740722,2740441
http://localhost:8545,861,32,156.14,44.22,39.44,0.86,8.15,0x4513fa0fe92a18c61b39920f0fc3601b92b4d197503c91bd1735b92a7a7086f2,2740707,2740426
http://localhost:8545,862,25,155.93,44.22,67.56,1.52,9.13,0xb7f278ba963023b7e7455f2d79466fe561aa35ccc22617bc933385d5cb2c76b6,2740719,2740438
http://localhost:8545,863,14,156.01,44.22,14.67,0.85,8.16,0xab92781b18241a4117b26e5465e696d6d924f709aa8cc4a55321453a7b2a2adf,2740647,2740366
http://localhost:8545,864,16,156.09,44.22,15.99,0.85,8.14,0x7a0b3d82f34999a712041d24ddf1fce5f4820623104624a02b3ec92d240889df,2740755,2740474
http://localhost:8545,865,14,156.09,44.22,14.15,0.85,7.14,0x252286e66c2d155867f8b041f557ad70899f2afbb1991f0f12df9b93c4ba8dc5,2740710,2740429
http://localhost:8545,866,19,156.16,44.22,54.47,1.70,10.13,0x97f10799d20c1b20dac0e8c84492fa9db45edca4b191a54cb5a3a589a5b1d937,2740707,2740426
http://localhost:8545,867,17,156.14,44.22,16.90,0.86,8.15,0x04787d31ab2c08b7044346109dac70a2fab0d8b72b9e6349c1064e342dec5804,2740695,2740414
http://localhost:8545,868,17,156.13,44.22,16.51,0.86,8.16,0x7c5ab67147edadbe56bb65318d79f0d57113a9ab842523426eb044cdff3bad14,2740749,2740468
http://localhost:8545,869,16,156.06,44.22,16.43,0.85,9.12,0x3e7c80a096dfc13327d8842244ab06ef863030ca4fa124ac8337b7cb1431f40b,2740749,2740468
http://localhost:8545,870,21,156.09,44.22,56.55,1.64,9.20,0xf7e28992b25a8291af379b1ef599e6c43c8121e1f902c639de5cfc48d5260891,2740785,2740504
http://localhost:8545,871,17,156.14,44.22,17.21,0.87,9.13,0x31318076972733d801e5f159eb7c57f4fb96cf940b54bc39ed7a67a63931e3d4,2740686,2740405
http://localhost:8545,872,31,156.38,44.22,30.52,0.87,8.14,0x1009b3585461d47ed3d06739a19ac87d15a589bd2e2f48419b098587d5a9ac4a,2740770,2740489
http://localhost:8545,873,16,156.35,44.22,20.81,0.87,8.14,0x8e37b3c7a5c459f055948d6fbb8cf31b297cf26675f0b6c8f36fc22e8e2d8b27,2740692,2740411
http://localhost:8545,874,45,156.13,44.22,91.39,1.44,8.13,0xb536e0ee878ea5776bc5e5e73a56682bdf84f011f29638367fdf6109bdb8162d,2740677,2740396
http://localhost:8545,875,14,156.32,44.22,14.12,0.86,9.11,0x41ef473a6e2c4de74e5f7b856f49fa9e7e95990373d94b9d3b1c30777d77ffd3,2740755,2740474
http://localhost:8545,876,14,156.29,44.22,14.70,0.87,7.13,0x88dfc4c3992d3d88f2637507243f8b49b9d6fbfdbbbe37c5feeeb0201a6b75f1,2740713,2740432
http://localhost:8545,877,16,156.41,44.22,16.08,0.86,9.17,0xca7ae2d35a425a7ac825e8139cac47356f4e68ec54a78032b3423e40d1cc6139,2740737,2740456
http://localhost:8545,878,27,156.01,44.22,61.68,1.52,8.13,0x5c9b09e1050b8064ffa4fbea422a2f4ece41d02fac1a13d70ba5e2066d38e04a,2740737,2740456
http://localhost:8545,879,17,156.21,44.22,16.91,0.86,8.13,0x3a3a709d9b9ae5fdf6b598b79e4e6fd0d62db0ae3960b70d37da7a77a35d7e5e,2740761,2740480
http://localhost:8545,880,15,156.22,44.22,15.19,0.87,8.11,0x49fdc6b0234840229fe82f54ea5fdb816cdff66c1094046e4edd66bf1517e1db,2740788,2740507
http://localhost:8545,881,26,156.27,44.22,28.31,0.87,8.12,0xea95afc1ac47522ffaec3e3df0d3140f122d772ae2e80edd8ad84d716d983261,2740812,2740531
http://localhost:8545,882,18,156.06,44.22,46.60,1.58,9.13,0x43c11ee86a4785084b356f31d9b1a9e07c2525f7de1b5091e45572900ee407c3,2740770,2740489
http://localhost:8545,883,16,156.19,44.22,16.61,0.86,9.13,0xd3e5eb35be9b3f123b5d1aa664d89cb265b0e8915945e17b56a99c78587f7f43,2740698,2740417
http://localhost:8545,884,14,156.17,44.22,14.26,0.86,9.13,0x45b3666523f8b0dae9e2285cceeb4ba1ecc169299b77a0d75b18dc78026ecf6e,2740800,2740519
http://localhost:8545,885,16,155.90,44.22,16.31,0.86,9.12,0x2308dbc28eeed76d8ce43130f1e1c50b5895deaf42e3b3fa985578b4face7e4f,2740686,2740405
http://localhost:8545,886,19,156.39,44.22,45.70,1.50,8.13,0x211f591d13631a10f453afba0a10ef1cb1c65abf1117e49b95b0197c1fe92d16,2740803,2740522
http://localhost:8545,887,15,156.05,44.22,15.25,0.86,8.13,0x7fd30070c010f9a54ca2ca3c13b24a39317cf724c1463d1eef87b46ce5011594,2740704,2740423
http://localhost:8545,888,15,156.26,44.22,15.26,0.87,9.15,0x17e3fb4f97243312f0a5da088f7473018e5953b4b2ddccee88e4b94b1422de08,2740662,2740381
http://localhost:8545,889,15,156.37,44.22,14.89,0.86,8.13,0x13a2c75ba7fdb36059fc4e5fff3de8d51af6f433df32ca097f1fe5596e0961bf,2740815,2740534
http://localhost:8545,890,18,156.47,44.22,49.79,1.55,9.14,0xdb986e6619240c06274e2886a8add22fa177afa190d45f3b2c092ee3b1376ea5,2740689,2740408
http://localhost:8545,891,17,156.11,44.22,16.41,0.87,9.12,0xbb23a3e49c131bc1fe08904da1a83db0983c1bfc5ba2576baab0ca8a8679e409,2740665,2740384
http://localhost:8545,892,14,156.04,44.22,14.24,0.87,8.12,0xeaf330f6e0f890fa292f65b197e2a4dcb7d5437380536c2d618e1dd56317a368,2740758,2740477
http://localhost:8545,893,28,156.17,44.22,27.92,0.86,8.13,0x92b0e34dd96588e0854c279e1d4ee36c3d5778b71b175f6d6304839e6dcb2d86,2740674,2740393
http://localhost:8545,894,19,156.07,44.22,48.94,1.60,8.12,0x9de83933ddab1e10e2893b2e9eda00568214ce2b4697aa65f21e8b3fe858e039,2740797,2740516
http://localhost:8545,895,16,156.13,44.22,16.20,0.86,8.17,0x98e00fb7565714355709f9506ffe711492b427c9876234ba77351556dc1b2d7b,2740752,2740471
http://localhost:8545,896,15,156.01,44.22,14.51,0.87,8.15,0x5ed87bc9072f409a2e351cee153c36a66b7f6fc6e8fa9f6db5325fc302d28862,2740716,2740435
http://localhost:8545,897,15,155.96,44.22,14.91,0.86,8.14,0x124e9982f4777bfde6bfc4ca74c8a31bb91259cd222dd57e6efb4f5725b6f396,2740677,2740396
http://localhost:8545,898,31,156.32,44.22,67.02,1.32,9.13,0x54e37a041a52d3e70c8709a0ddd99e880b0b43b9a3b9512e6529bf98973e9b29,2740794,2740513
http://localhost:8545,899,17,156.16,44.22,16.67,0.87,9.12,0x44e3d12c6a16692abb3091ad263cb1f4bd4ef9e49b16c00fd7a528ca581fcf0b,2740728,2740447
http://localhost:8545,900,17,156.35,44.22,20.44,0.87,9.17,0x7027df557d3aca15da16e88260648a5c101a2f221d0ede509b02c8af080f2c29,2740749,2740468
http://localhost:8545,901,25,156.10,44.22,24.18,0.87,8.12,0x5aabead2d85bb19332c44b657105686e0a5b5037cb2d1ed27df50b4dedb5d0a5,2740752,2740471
http://localhost:8545,902,27,156.00,44.22,54.00,1.32,10.12,0x7ede0e4050996b9a18029d5c3dc7ce7f820ff798edd6f3305ccb35284427f323,2740719,2740438
http://localhost:8545,903,18,156.16,44.22,18.21,0.86,7.13,0xdf87b156ac316886e76a8ce77c30c4dacf07011202a88a1c78037dc24134d74b,2740743,2740462
http://localhost:8545,904,27,156.00,44.22,27.05,0.86,8.12,0xb4ddd5c7a3dfe9a9e487a2179758bc271db2f55ebdea2274528403e87a0e4dc2,2740701,2740420
http://localhost:8545,905,16,156.32,44.22,15.84,0.86,8.13,0xc09cf5548806b414aed04d3ddeb82466c0cff0df5b695e99a6cd3263c673050d,2740740,2740459
http://localhost:8545,906,21,155.95,44.22,64.38,1.76,8.19,0x074b3d7fa1fb0be12e604cb08f988ec3b6e20db9e962e22d8dec586ce05355c8,2740779,2740498
http://localhost:8545,907,23,155.99,44.22,22.69,0.85,9.15,0x86b9c093b793c0a64d348d5b0127ec8a72be871147ce8a55eeaa9101c405bc8f,2740656,2740375
http://localhost:8545,908,15,156.20,44.22,15.71,0.85,9.12,0xf697299be0d90671c065615d0f5d423d1029f97d41ed612e3729be4a636e8566,2740710,2740429
http://localhost:8545,909,12,155.88,44.22,12.56,0.86,8.12,0xd7a47560859b265de30fc82dcd05252cf1c7c3ab576c47e3709738de6fa7b3af,2740752,2740471
http://localhost:8545,910,27,156.15,44.22,78.81,1.55,9.13,0xe2054f8c31dc666bae6c5ac886f560d05a678afc45e53f8eb8cf47a98de71f39,2740758,2740477
http://localhost:8545,911,14,156.01,44.22,14.04,0.86,8.15,0x971d249db28d35c9995de051e35d41b8bb8ed585d9489d79615fc047aa1d8279,2740779,2740498
http://localhost:8545,912,24,156.15,44.22,24.33,0.86,9.13,0xedc4829b1b099289c600fe2cf1b8aa63bf3e35b571f771d58cbd8558763dcc6f,2740746,2740465
http://localhost:8545,913,22,156.18,44.22,22.41,0.85,8.12,0xc5e9736a26a3ad8d072c99fbacb2b5c9aa24e3b747dfd91369dc1c7a0759ea7c,2740650,2740369
http://localhost:8545,914,20,156.27,44.22,55.82,1.82,8.13,0xa9a78f01d139ebca0ffa196a6b383805dc191353b34b0086eac74d55221d1675,2740758,2740477
http://localhost:8545,915,20,156.08,44.22,20.50,0.86,9.12,0x034cf6d89f1ace0fb0fd0baa7c6a2cfc993902982d5b06baf00123cfb514577c,2740800,2740519
http://localhost:8545,916,18,156.34,44.22,17.48,0.85,8.16,0x7471a2c4c6fd51b6b9f7e43e74f43da3fb07b241ce13c40ebef40dc6b1533b37,2740776,2740495
http://localhost:8545,917,20,156.27,44.22,19.57,0.86,9.13,0xa5a04e26b82efb02e17cef4b87d2de79a4c5a865ca44b9c4a9586d0685d18500,2740725,2740444
http://localhost:8545,918,24,156.13,44.22,52.04,1.40,9.14,0xa315b09373d31b5df12445cf8d95b3475bf0f4c623d3d214085b992484f23345,2740779,2740498
http://localhost:8545,919,18,156.17,44.22,18.03,0.86,9.12,0x285610785b1fe1082f1b50587364bf78d6dde47875ea5b96454559a4dbaebc5f,2740716,2740435
http://localhost:8545,920,19,156.34,44.22,18.19,0.87,8.20,0x6adbdd72026d760d37ac38438a152ae3a6478f1020798525942dcd5052d7c97d,2740728,2740447
http://localhost:8545,921,19,156.08,44.22,18.54,0.88,11.13,0x60db25b53712ae87a37fb3048161add465b28e58606e1fe97a1c3015792892e5,2740668,2740387
http://localhost:8545,922,25,156.11,44.22,58.28,1.51,9.16,0x1b39782b25aa0ed1c20ec9fde03c679cb7a74b05442d99a7a8301ea40caaa701,2740734,2740453
http://localhost:8545,923,18,156.25,44.22,18.00,0.87,7.16,0x453dc078fb10b570c550de8fe2f8230f11c94960f8f910ba3473bde6dabea34e,2740746,2740465
http://localhost:8545,924,16,156.23,44.22,16.32,0.87,9.16,0xe82b1beb7adb514afef717718aa39471941ed06be1f9a2f6997b66d8892cbf10,2740761,2740480
http://localhost:8545,925,17,156.29,44.22,17.25,0.87,8.15,0xbea196b1c928286defe6a4c2d0c20353d1fbe113013f79f95777dd0503fc62f4,2740773,2740492
http://localhost:8545,926,19,156.23,44.22,43.32,1.29,9.13,0x49587f8b46f94363b1d4f76122d4b8467d1119ebec7fb3953d27727c4f198935,2740761,2740480
http://localhost:8545,927,16,156.06,44.22,16.23,0.87,8.17,0xd043ff068ccebdae4a69424d9c9324be10249338540887d9c2a4e6e539a20be5,2740716,2740435
http://localhost:8545,928,26,156.15,44.22,26.04,0.87,7.10,0xcfb3dd83e02548f0af0155e145962d7802db64982bca92b908d2506bb3765453,2740734,2740453
http://localhost:8545,929,15,156.26,44.22,15.29,0.87,8.16,0xea90817c7b91724de04be27558283bcc689c8f0075e635680cc84e1af6160a81,2740713,2740432
http://localhost:8545,930,24,156.05,44.22,63.48,1.70,9.14,0xcd2167c1eae95bbaa9cae6feaf8232305190abb60448fd7e97427f0c8112a0ba,2740737,2740456
http://localhost:8545,931,21,156.16,44.22,19.69,0.85,9.12,0x13651eba53683d0feed439557e0a6a6b32de0f297244e777c9ea5e241ff7b110,2740731,2740450
http://localhost:8545,932,15,156.33,44.22,14.80,0.85,10.12,0x5d401dd00202ba3c65babb0e328cc40415ad8e24e23f51a5b1076577804278c5,2740713,2740432
http://localhost:8545,933,15,156.26,44.22,14.68,0.86,9.14,0xfb09793ad9281a735e713a700bb268f5cf11b620c05ca6637ab8ec9014a76c6c,2740794,2740513
http://localhost:8545,934,28,156.19,44.22,65.01,1.39,8.18,0x8f5c6a67a1a4c716c43e6e7ad9221995cca753a6b3624229c9f9ec2b492c9b21,2740707,2740426
http://localhost:8545,935,24,156.02,44.22,24.17,0.87,9.13,0x90a5468ea0de3a36f89c7390f93c2f82a3b10e4bb8251591f706688a70a41d91,2740728,2740447
http://localhost:8545,936,13,156.15,44.22,13.64,0.87,7.13,0xbfae72bda03a78704b2c5ab1e0cfb13424195237985ef261e3fbdbf7bc38cded,2740815,2740534
http://localhost:8545,937,37,156.28,44.22,25.28,0.87,9.12,0x8ced9fef1d3a153d443d777561459ff5770a27994a315ccee2e4232204f023bf,2740722,2740441
http://localhost:8545,938,19,156.13,44.22,50.52,1.44,9.11,0x82077fc1ec999bf7a6b7f08058e0afc38c8b7d34a647b6d8962e117e3900459d,2740701,2740420
http://localhost:8545,939,16,156.24,44.22,15.80,0.87,8.12,0xb7c1da6534e7a09436fe2964b9dc3dcc968d04557da18593982ca00303366599,2740740,2740459
http://localhost:8545,940,20,156.08,44.22,19.15,0.87,9.18,0x6f0dde274423d0749cac98263e8dbec0de0869f2bcdfb9ed94ced2d0437c4c02,2740806,2740525
http://localhost:8545,941,14,156.33,44.22,13.71,0.87,9.14,0x5b34298106276818e620c07d1f9a2f955a1bee0d2376c222a0a78892a869c2d6,2740764,2740483
http://localhost:8545,942,30,156.17,44.22,98.11,1.47,9.16,0x9ef5604b787af35e37299f128185a6a83f12cf82d417a208b636778ba1fb5907,2740752,2740471
http://localhost:8545,943,17,156.15,44.22,16.33,0.86,9.12,0xc1d10c9c5413b02d0dd4879844bddf4c3c7f4bbcda608de265b71a8e1279720e,2740710,2740429
http://localhost:8545,944,19,155.98,44.22,20.68,0.86,8.13,0x36f86cce6cd796bbcc1bf8f4ba29801c7eb5cca56ead6c52c02c53acd0a222dd,2740677,2740396
http://localhost:8545,945,17,156.02,44.22,16.99,0.87,8.13,0xef70bb944da2dd0eb2790b3e885f252aa3e05835e9c5ea00f9827ddbf53bafdd,2740770,2740489
http://localhost:8545,946,23,156.15,44.22,62.61,1.50,8.13,0x7ffec2a377cf09287cb7e2d06bdf7cbaaeff1bfaa6b6d82d27722788d6a9d490,2740773,2740492
http://localhost:8545,947,16,156.27,44.22,17.05,0.85,8.13,0x1daf71e10e6c63490b366c49e6a66b3dd84494a290584e2a8af706cb2c5f428a,2740728,2740447
http://localhost:8545,948,13,156.05,44.22,16.06,0.87,10.13,0xbc27fed918267e10cb091eab6a44bf33bc21299d8390c2223526693c9ff99c4c,2740809,2740528
http://localhost:8545,949,17,156.30,44.22,17.56,0.87,9.13,0x60706582acfea96c72a6ee8c7ddf885be0198de366d96a3586b6a528dfd502d7,2740698,2740417
http://localhost:8545,950,20,156.05,44.22,47.39,1.48,9.18,0x43f9ae803be79fccb7d2b8ef95448149d0505524e4c4b6c828fb6a3b74c885eb,2740698,2740417
http://localhost:8545,951,15,156.27,44.22,15.74,0.86,8.14,0x45c6b4dd8fe26728a61725e13feaf476e0dd492a95b9826974f1e493d4938139,2740788,2740507
http://localhost:8545,952,17,156.14,44.22,16.63,0.86,9.16,0x89da466462000bea363bd010c147e319e409f331db4262fa84c94fd74d338657,2740803,2740522
http://localhost:8545,953,20,156.20,44.22,19.47,0.86,8.18,0x71d9fa569df8c5b3811486f064786f464915f824f1b5419afcf79b61beaa436d,2740767,2740486
http://localhost:8545,954,19,156.11,44.22,51.05,1.46,8.15,0x1a00c21de77410f7e2ff0efbd4544e424c23e41587a5d3cff67fbcbf0b00c6ed,2740728,2740447
http://localhost:8545,955,16,156.13,44.22,16.07,0.86,9.12,0x32e1a0201b8d005576be15c1b4222f6dc3c40bd10d41d6e84e7d874693c267f0,2740743,2740462
http://localhost:8545,956,17,156.22,44.22,17.56,0.86,8.15,0xa6e412a47af0a4fbbbf297be00d45beef3fc791a30664515fac7404eacaa0ee8,2740785,2740504
http://localhost:8545,957,14,156.22,44.22,14.27,0.86,9.13,0x5f31b9649f3f6dda839e0194cfed774cf3750cca41b867e75856a5a7c1c73617,2740734,2740453
http://localhost:8545,958,20,156.05,44.22,54.06,1.46,8.14,0x1be8efde570f5c56567b37fc3c1342dcaf8e1f85ef951ea3b3eecbb9eaa9fddc,2740710,2740429
http://localhost:8545,959,19,156.26,44.22,19.17,0.87,9.13,0xee24cf4ec6f8cacf1c9d95efbef6a300c27b4068639c948bd5cedd82b0d03b67,2740764,2740483
http://localhost:8545,960,18,156.09,44.22,18.22,0.87,8.17,0x1a4fce70092bc752dfee655bd86f8189324e36ce79db2491e26bb8315077819c,2740722,2740441
http://localhost:8545,961,14,156.49,44.22,13.97,0.87,9.17,0x532e50a3fb659b6b85abf7f34c62a3618ac160e4836eb0d4d543350837244302,2740779,2740498
http://localhost:8545,962,30,156.18,44.22,78.77,1.43,9.15,0xde10218927d13e23ba2382296322c25e7cc71715bd0a34fc992d3a0ea902cb68,2740749,2740468
http://localhost:8545,963,16,156.28,44.22,15.86,0.85,8.12,0xb1b282790ec0a9e68560151320c06e7928a62793ab52ce829757736249652774,2740716,2740435
http://localhost:8545,964,21,156.13,44.22,21.03,0.85,9.16,0x474751d852067d39c006d154b9cf4c24aa14e00f9b601d78f70766c857c42766,2740779,2740498
http://localhost:8545,965,19,156.31,44.22,29.40,0.85,9.16,0x2449d74640c5a2aca8b6465caa4ba1332a3405ff9e74192418b3d8f07d38f456,2740782,2740501
http://localhost:8545,966,25,156.35,44.22,59.06,1.24,9.11,0x6d0807633f0e65b1324aed0afee0bde22488f205a469ce033179b685ecd041c9,2740839,2740558
http://localhost:8545,967,18,155.94,44.22,17.64,0.86,8.21,0x1c4992efceec3106eef30672f23c7b0cdbd22d599327abcfa89534f73924cf8c,2740734,2740453
http://localhost:8545,968,16,156.13,44.22,16.45,0.87,9.11,0x019362deb6b5cbf860a1f68dc206020004c219ad9b3c7a9a23870eccccfe23b4,2740773,2740492
